193.5,-108,-729,16
,,,
96.75,-54,-850.5,24
,,,
174.375,-234,-2531.25,32
,,,
87.1875,-117,-2318.625,40
,,,
43.59375,-58.5,-1685.8125,48
,,,
21.796875,-29.25,-1106.15625,56
,,,
10.8984375,-14.625,-684.703125,64
,,,
5.44921875,-7.3125,-408.1640625,72
,,,
2.724609375,-3.65625,-236.9882813,80
,,,
1.362304688,-1.828125,-134.9472656,88
,,,
135.6811523,-90.9140625,-885.7001953,96
,,,
67.84057617,-45.45703125,-851.9633789,104
,,,
33.92028809,-22.72851563,-630.5383301,112
,,,
16.96014404,-11.36425781,-417.5474854,120
,,,
8.480072021,-5.682128906,-259.9129028,128
,,,
4.240036011,-2.841064453,-155.5260315,136
,,,
2.120018005,-1.420532227,-90.54780579,144
,,,
82.060009,-27.71026611,-294.6662979,152
,,,
41.0300045,-13.85513306,-272.0293465,160
,,,
20.51500225,-6.927566528,-198.362772,168
,,,
10.25750113,-3.463783264,-130.3554354,176
,,,
5.128750563,-1.731891632,-80.76474237,184
,,,
2.564375281,-0.865945816,-48.17588353,192
,,,
1.282187641,-0.432972908,-27.98469794,200
,,,
0.64109382,-0.216486454,-15.94072706,208
,,,
144.3205469,-0.108243227,-8.944552571,216
,,,
72.16027346,-0.054121614,-4.959370807,224
,,,
36.08013673,-0.027060807,-2.723232664,232
,,,
18.04006836,-0.013530403,-1.483389962,240
,,,
9.020034182,-0.006765202,-0.802581796,248
,,,
4.510017091,-0.003382601,-0.431734306,256
,,,
2.255008545,-0.0016913,-0.231088857,264
,,,
1.127504273,-0.00084565,-0.12315528,272
,,,
108.5637521,-36.00042283,-324.0653831,280
,,,
54.28187607,-18.00021141,-324.0345942,288
,,,
27.14093803,-9.000105706,-243.0182485,296
,,,
13.57046902,-4.500052853,-162.0095999,304
,,,
6.785234509,-2.250026427,-101.2550378,312
,,,
3.392617254,-1.125013213,-60.75263782,320
,,,
1.696308627,-0.562506607,-35.43887837,328
,,,
0.848154314,-0.281253303,-20.25071891,336
,,,
117.4240772,-36.14062665,-335.3909993,344
,,,
58.71203858,-18.07031333,-330.3283196,352
,,,
29.35601929,-9.035156663,-246.4805698,360
,,,
14.67800964,-4.517578331,-163.8984899,368
,,,
7.339004822,-2.258789166,-102.2783474,376
,,,
3.669502411,-1.129394583,-61.30372496,384
,,,
1.834751206,-0.564697291,-35.7341381,392
,,,
0.917375603,-0.282348646,-20.40820686,400
,,,
171.4586878,-72.14117432,-659.4746723,408
,,,
85.7293439,-36.07058716,-654.3726206,416
,,,
42.86467195,-18.03529358,-489.5039525,424
,,,
21.43233598,-9.01764679,-325.9107974,432
,,,
10.71616799,-4.508823395,-203.5348092,440
,,,
5.358083994,-2.254411698,-122.0571099,448
,,,
2.679041997,-1.127205849,-71.17340759,456
,,,
1.339520998,-0.563602924,-40.65913011,464
,,,
0.669760499,-0.281801462,-22.86577822,472
,,,
0.33488025,-0.140900731,-12.70099569,480
,,,
216.1674401,-90.07045037,-816.9845511,488
,,,
108.0837201,-45.03522518,-813.8093022,496
,,,
54.04186003,-22.51761259,-609.5631644,504
,,,
27.02093002,-11.2588063,-406.1108389,512
,,,
13.51046501,-5.629403148,-253.7200478,520
,,,
6.755232504,-2.814701574,-152.192338,528
,,,
3.377616252,-1.407350787,-88.76232611,536
,,,
1.688808126,-0.703675393,-50.7142416,544
,,,
0.844404063,-0.351837697,-28.52366007,552
,,,
306.422202,-126.1759188,-1149.8451,560
,,,
153.211101,-63.08795942,-1142.714185,568
,,,
76.60555051,-31.54397971,-855.2529097,576
,,,
38.30277525,-15.77198986,-569.5743636,584
,,,
19.15138763,-7.885994928,-355.7611361,592
,,,
9.575693813,-3.942997464,-213.3675452,600
,,,
4.787846907,-1.971498732,-124.4272612,608
,,,
2.393923453,-0.985749366,-71.0853749,616
,,,
1.196961727,-0.492874683,-39.9785596,624
,,,
0.598480863,-0.246437342,-22.20721587,632
,,,
333.2992404,-135.1232187,-1227.212576,640
,,,
166.6496202,-67.56160934,-1221.660772,648
,,,
83.32481011,-33.78080467,-914.857628,656
,,,
41.66240505,-16.89040233,-609.442435,664
,,,
20.83120253,-8.445201167,-380.728028,672
,,,
10.41560126,-4.222600583,-228.3674193,680
,,,
5.207800632,-2.111300292,-133.1854123,688
,,,
2.603900316,-1.055650146,-76.09355744,696
,,,
1.301950158,-0.527825073,-42.79720438,704
,,,
0.650975079,-0.263912536,-23.77381502,712
,,,
423.3254875,-63.13195627,-580.0745139,720
,,,
211.6627438,-31.56597813,-574.1310602,728
,,,
105.8313719,-15.78298907,-429.1124317,736
,,,
52.91568594,-7.891494534,-285.5796666,744
,,,
26.45784297,-3.945747267,-178.3015587,752
,,,
13.22892149,-1.972873633,-106.9066421,760
,,,
6.614460743,-0.986436817,-62.33125238,768
,,,
3.307230371,-0.493218408,-35.60459187,776
,,,
1.653615186,-0.246609204,-20.02177877,784
,,,
504.8268076,8.876695398,69.8793692,792
,,,
252.4134038,4.438347699,74.88481389,800
,,,
126.2067019,2.219173849,57.41497159,808
,,,
63.10335095,1.109586925,38.69376812,816
,,,
31.55167547,0.554793462,24.34002522,824
,,,
15.77583774,0.277396731,14.66658319,832
,,,
7.887918869,0.138698366,8.581576886,840
,,,
3.943959434,0.069349183,4.914931088,848
,,,
1.971979717,0.034674591,2.769536867,856
,,,
585.9859899,99.0173373,892.5408041,864
,,,
292.9929949,49.50866865,891.8484199,872
,,,
146.4964975,24.75433432,668.7132189,880
,,,
73.24824873,12.37716716,445.7511139,888
,,,
36.62412437,6.188583581,278.5728092,896
,,,
18.31206218,3.09429179,167.1350307,904
,,,
9.156031092,1.547145895,97.49182841,912
,,,
4.578015546,0.773572948,55.70807073,920
,,,
2.289007773,0.386786474,31.33511363,928
,,,
1.144503886,0.193393237,17.40809595,936
,,,
567.5722519,108.0966966,981.5743175,944
,,,
283.786126,54.04834831,977.2222936,952
,,,
141.893063,27.02417415,731.8287142,960
,,,
70.94653149,13.51208708,487.5231408,968
,,,
35.47326575,6.756043539,304.5659622,976
,,,
17.73663287,3.378021769,182.685177,984
,,,
