x,y,z,Seconds,Microseconds,,,
0,0,0,1,304000,,,
,,,,,,,
0,0,0,1,304000,,,
,,,,,,,
0,0,0,1,304000,,,
,,,,,,,
0,0,0,1,319000,,,
,,,,,,,
0,0,0,1,319000,,,
,,,,,,,
0,0,0,1,319000,,,
,,,,,,,
0,0,0,1,319000,,,
,,,,,,,
0,0,0,1,319000,,,
,,,,,,,
0,0,0,1,319000,,,
,,,,,,,
0,0,0,1,319000,,,
,,,,,,,
0,0,0,1,319000,,,
,,,,,,,
0,0,0,1,335000,,,
,,,,,,,
0,0,0,1,335000,,,
,,,,,,,
0,0,0,1,335000,,,
,,,,,,,
0,0,0,1,335000,,,
,,,,,,,
0,0,0,1,335000,,,
,,,,,,,
0,0,0,1,335000,,,
,,,,,,,
0,0,0,1,335000,,,
,,,,,,,
0,0,0,1,335000,,,
,,,,,,,
0,0,0,1,335000,,,
,,,,,,,
0,0,0,1,351000,,,
,,,,,,,
0,0,0,1,351000,,,
,,,,,,,
12,4,235,1,351000,,,
,,,,,,,
0,0,0,1,351000,,,
,,,,,,,
0,0,0,1,351000,,,
,,,,,,,
0,0,0,1,351000,,,
,,,,,,,
0,0,0,1,351000,,,
,,,,,,,
0,0,0,1,351000,,,
,,,,,,,
0,0,0,1,351000,,,
,,,,,,,
0,0,0,1,366000,,,
,,,,,,,
0,0,0,1,366000,,,
,,,,,,,
0,0,0,1,366000,,,
,,,,,,,
0,0,0,1,366000,,,
,,,,,,,
0,0,0,1,366000,,,
,,,,,,,
0,0,0,1,366000,,,
,,,,,,,
0,0,0,1,366000,,,
,,,,,,,
0,0,0,1,366000,,,
,,,,,,,
0,0,0,1,382000,,,
,,,,,,,
0,0,0,1,382000,,,
,,,,,,,
0,0,0,1,382000,,,
,,,,,,,
0,0,0,1,382000,,,
,,,,,,,
0,0,0,1,382000,,,
,,,,,,,
0,0,0,1,382000,,,
,,,,,,,
0,0,0,1,382000,,,
,,,,,,,
0,0,0,1,382000,,,
,,,,,,,
0,0,0,1,397000,,,
,,,,,,,
7,35,183,1,397000,,,
,,,,,,,
0,0,0,1,397000,,,
,,,,,,,
0,0,0,1,397000,,,
,,,,,,,
0,0,0,1,397000,,,
,,,,,,,
0,0,0,1,397000,,,
,,,,,,,
0,0,0,1,397000,,,
,,,,,,,
0,0,0,1,413000,,,
,,,,,,,
0,0,0,1,413000,,,
,,,,,,,
0,0,0,1,413000,,,
,,,,,,,
0,0,0,1,413000,,,
,,,,,,,
0,0,0,1,413000,,,
,,,,,,,
0,0,0,1,413000,,,
,,,,,,,
0,0,0,1,413000,,,
,,,,,,,
0,0,0,1,413000,,,
,,,,,,,
0,0,0,1,429000,,,
,,,,,,,
0,0,0,1,429000,,,
,,,,,,,
0,0,0,1,429000,,,
,,,,,,,
0,0,0,1,429000,,,
,,,,,,,
0,0,0,1,429000,,,
,,,,,,,
0,0,0,1,429000,,,
,,,,,,,
0,0,0,1,429000,,,
,,,,,,,
0,0,0,1,429000,,,
,,,,,,,
0,0,0,1,444000,,,
,,,,,,,
252,28,173,1,444000,,,
,,,,,,,
0,0,0,1,444000,,,
,,,,,,,
0,0,0,1,444000,,,
,,,,,,,
0,0,0,1,444000,,,
,,,,,,,
0,0,0,1,444000,,,
,,,,,,,
0,0,0,1,444000,,,
,,,,,,,
0,0,0,1,444000,,,
,,,,,,,
0,0,0,1,444000,,,
,,,,,,,
0,0,0,1,460000,,,
,,,,,,,
0,0,0,1,460000,,,
,,,,,,,
0,0,0,1,460000,,,
,,,,,,,
0,0,0,1,460000,,,
,,,,,,,
0,0,0,1,460000,,,
,,,,,,,
0,0,0,1,460000,,,
,,,,,,,
0,0,0,1,460000,,,
,,,,,,,
0,0,0,1,460000,,,
,,,,,,,
0,0,0,1,476000,,,
,,,,,,,
0,0,0,1,476000,,,
,,,,,,,
0,0,0,1,476000,,,
,,,,,,,
0,0,0,1,476000,,,
,,,,,,,
0,0,0,1,476000,,,
,,,,,,,
0,0,0,1,476000,,,
,,,,,,,
0,0,0,1,476000,,,
,,,,,,,
0,0,0,1,476000,,,
,,,,,,,
0,0,0,1,476000,,,
,,,,,,,
0,0,0,1,491000,,,
,,,,,,,
249,15,218,1,491000,,,
,,,,,,,
0,0,0,1,491000,,,
,,,,,,,
0,0,0,1,491000,,,
,,,,,,,
0,0,0,1,491000,,,
,,,,,,,
0,0,0,1,491000,,,
,,,,,,,
0,0,0,1,491000,,,
,,,,,,,
0,0,0,1,491000,,,
,,,,,,,
0,0,0,1,507000,,,
,,,,,,,
0,0,0,1,507000,,,
,,,,,,,
0,0,0,1,507000,,,
,,,,,,,
0,0,0,1,507000,,,
,,,,,,,
0,0,0,1,507000,,,
,,,,,,,
0,0,0,1,507000,,,
,,,,,,,
0,0,0,1,507000,,,
,,,,,,,
0,0,0,1,507000,,,
,,,,,,,
0,0,0,1,507000,,,
,,,,,,,
0,0,0,1,522000,,,
,,,,,,,
0,0,0,1,522000,,,
,,,,,,,
0,0,0,1,522000,,,
,,,,,,,
0,0,0,1,522000,,,
,,,,,,,
0,0,0,1,522000,,,
,,,,,,,
0,0,0,1,522000,,,
,,,,,,,
0,0,0,1,522000,,,
,,,,,,,
0,0,0,1,522000,,,
,,,,,,,
0,0,0,1,538000,,,
,,,,,,,
249,229,127,1,538000,,,
,,,,,,,
0,0,0,1,538000,,,
,,,,,,,
0,0,0,1,538000,,,
,,,,,,,
0,0,0,1,538000,,,
,,,,,,,
0,0,0,1,538000,,,
,,,,,,,
0,0,0,1,538000,,,
,,,,,,,
0,0,0,1,538000,,,
,,,,,,,
0,0,0,1,538000,,,
,,,,,,,
0,0,0,1,554000,,,
,,,,,,,
0,0,0,1,554000,,,
,,,,,,,
0,0,0,1,554000,,,
,,,,,,,
0,0,0,1,554000,,,
,,,,,,,
0,0,0,1,554000,,,
,,,,,,,
0,0,0,1,554000,,,
,,,,,,,
0,0,0,1,554000,,,
,,,,,,,
0,0,0,1,569000,,,
,,,,,,,
0,0,0,1,569000,,,
,,,,,,,
0,0,0,1,569000,,,
,,,,,,,
0,0,0,1,569000,,,
,,,,,,,
0,0,0,1,569000,,,
,,,,,,,
0,0,0,1,569000,,,
,,,,,,,
0,0,0,1,569000,,,
,,,,,,,
0,0,0,1,569000,,,
,,,,,,,
39,21,127,1,585000,,,
,,,,,,,
0,0,0,1,585000,,,
,,,,,,,
0,0,0,1,585000,,,
,,,,,,,
0,0,0,1,585000,,,
,,,,,,,
0,0,0,1,585000,,,
,,,,,,,
0,0,0,1,585000,,,
,,,,,,,
0,0,0,1,585000,,,
,,,,,,,
0,0,0,1,585000,,,
,,,,,,,
0,0,0,1,585000,,,
,,,,,,,
0,0,0,1,601000,,,
,,,,,,,
0,0,0,1,601000,,,
,,,,,,,
0,0,0,1,601000,,,
,,,,,,,
0,0,0,1,601000,,,
,,,,,,,
0,0,0,1,601000,,,
,,,,,,,
0,0,0,1,601000,,,
,,,,,,,
0,0,0,1,601000,,,
,,,,,,,
0,0,0,1,601000,,,
,,,,,,,
0,0,0,1,616000,,,
,,,,,,,
0,0,0,1,616000,,,
,,,,,,,
0,0,0,1,616000,,,
,,,,,,,
0,0,0,1,616000,,,
,,,,,,,
0,0,0,1,616000,,,
,,,,,,,
0,0,0,1,616000,,,
,,,,,,,
0,0,0,1,616000,,,
,,,,,,,
0,0,0,1,616000,,,
,,,,,,,
51,13,127,1,616000,,,
,,,,,,,
0,0,0,1,632000,,,
,,,,,,,
0,0,0,1,632000,,,
,,,,,,,
0,0,0,1,632000,,,
,,,,,,,
0,0,0,1,632000,,,
,,,,,,,
0,0,0,1,632000,,,
,,,,,,,
0,0,0,1,632000,,,
,,,,,,,
0,0,0,1,632000,,,
,,,,,,,
0,0,0,1,632000,,,
,,,,,,,
0,0,0,1,647000,,,
,,,,,,,
0,0,0,1,647000,,,
,,,,,,,
0,0,0,1,647000,,,
,,,,,,,
0,0,0,1,647000,,,
,,,,,,,
0,0,0,1,647000,,,
,,,,,,,
0,0,0,1,647000,,,
,,,,,,,
0,0,0,1,647000,,,
,,,,,,,
0,0,0,1,647000,,,
,,,,,,,
0,0,0,1,647000,,,
,,,,,,,
0,0,0,1,663000,,,
,,,,,,,
0,0,0,1,663000,,,
,,,,,,,
0,0,0,1,663000,,,
,,,,,,,
0,0,0,1,663000,,,
,,,,,,,
0,0,0,1,663000,,,
,,,,,,,
0,0,0,1,663000,,,
,,,,,,,
0,0,0,1,663000,,,
,,,,,,,
27,255,63,1,663000,,,
,,,,,,,
0,0,0,1,679000,,,
,,,,,,,
0,0,0,1,679000,,,
,,,,,,,
0,0,0,1,679000,,,
,,,,,,,
0,0,0,1,679000,,,
,,,,,,,
0,0,0,1,679000,,,
,,,,,,,
0,0,0,1,679000,,,
,,,,,,,
0,0,0,1,679000,,,
,,,,,,,
0,0,0,1,679000,,,
,,,,,,,
0,0,0,1,679000,,,
,,,,,,,
0,0,0,1,694000,,,
,,,,,,,
0,0,0,1,694000,,,
,,,,,,,
0,0,0,1,694000,,,
,,,,,,,
0,0,0,1,694000,,,
,,,,,,,
0,0,0,1,694000,,,
,,,,,,,
0,0,0,1,694000,,,
,,,,,,,
0,0,0,1,694000,,,
,,,,,,,
0,0,0,1,694000,,,
,,,,,,,
0,0,0,1,710000,,,
,,,,,,,
0,0,0,1,710000,,,
,,,,,,,
0,0,0,1,710000,,,
,,,,,,,
0,0,0,1,710000,,,
,,,,,,,
0,0,0,1,710000,,,
,,,,,,,
0,0,0,1,710000,,,
,,,,,,,
0,0,0,1,710000,,,
,,,,,,,
0,0,0,1,710000,,,
,,,,,,,
2,5,11,1,710000,,,
,,,,,,,
0,0,0,1,726000,,,
,,,,,,,
0,0,0,1,726000,,,
,,,,,,,
0,0,0,1,726000,,,
,,,,,,,
0,0,0,1,726000,,,
,,,,,,,
0,0,0,1,726000,,,
,,,,,,,
0,0,0,1,726000,,,
,,,,,,,
0,0,0,1,726000,,,
,,,,,,,
0,0,0,1,726000,,,
,,,,,,,
0,0,0,1,726000,,,
,,,,,,,
0,0,0,1,741000,,,
,,,,,,,
0,0,0,1,741000,,,
,,,,,,,
0,0,0,1,741000,,,
,,,,,,,
0,0,0,1,741000,,,
,,,,,,,
0,0,0,1,741000,,,
,,,,,,,
0,0,0,1,741000,,,
,,,,,,,
0,0,0,1,741000,,,
,,,,,,,
0,0,0,1,741000,,,
,,,,,,,
0,0,0,1,757000,,,
,,,,,,,
0,0,0,1,757000,,,
,,,,,,,
0,0,0,1,757000,,,
,,,,,,,
0,0,0,1,757000,,,
,,,,,,,
0,0,0,1,757000,,,
,,,,,,,
0,0,0,1,757000,,,
,,,,,,,
0,0,0,1,757000,,,
,,,,,,,
255,22,190,1,757000,,,
,,,,,,,
0,0,0,1,757000,,,
,,,,,,,
0,0,0,1,772000,,,
,,,,,,,
0,0,0,1,772000,,,
,,,,,,,
0,0,0,1,772000,,,
,,,,,,,
0,0,0,1,772000,,,
,,,,,,,
0,0,0,1,772000,,,
,,,,,,,
0,0,0,1,772000,,,
,,,,,,,
0,0,0,1,772000,,,
,,,,,,,
0,0,0,1,772000,,,
,,,,,,,
0,0,0,1,788000,,,
,,,,,,,
0,0,0,1,788000,,,
,,,,,,,
0,0,0,1,788000,,,
,,,,,,,
0,0,0,1,788000,,,
,,,,,,,
0,0,0,1,788000,,,
,,,,,,,
0,0,0,1,788000,,,
,,,,,,,
0,0,0,1,788000,,,
,,,,,,,
0,0,0,1,788000,,,
,,,,,,,
0,0,0,1,788000,,,
,,,,,,,
0,0,0,1,804000,,,
,,,,,,,
0,0,0,1,804000,,,
,,,,,,,
0,0,0,1,804000,,,
,,,,,,,
0,0,0,1,804000,,,
,,,,,,,
0,0,0,1,804000,,,
,,,,,,,
0,0,0,1,804000,,,
,,,,,,,
0,0,0,1,804000,,,
,,,,,,,
1,24,159,1,804000,,,
,,,,,,,
0,0,0,1,804000,,,
,,,,,,,
0,0,0,1,819000,,,
,,,,,,,
0,0,0,1,819000,,,
,,,,,,,
0,0,0,1,819000,,,
,,,,,,,
0,0,0,1,819000,,,
,,,,,,,
0,0,0,1,819000,,,
,,,,,,,
0,0,0,1,819000,,,
,,,,,,,
0,0,0,1,819000,,,
,,,,,,,
0,0,0,1,819000,,,
,,,,,,,
0,0,0,1,835000,,,
,,,,,,,
0,0,0,1,835000,,,
,,,,,,,
0,0,0,1,835000,,,
,,,,,,,
0,0,0,1,835000,,,
,,,,,,,
0,0,0,1,835000,,,
,,,,,,,
0,0,0,1,835000,,,
,,,,,,,
0,0,0,1,835000,,,
,,,,,,,
0,0,0,1,835000,,,
,,,,,,,
0,0,0,1,835000,,,
,,,,,,,
0,0,0,1,851000,,,
,,,,,,,
0,0,0,1,851000,,,
,,,,,,,
0,0,0,1,851000,,,
,,,,,,,
0,0,0,1,851000,,,
,,,,,,,
0,0,0,1,851000,,,
,,,,,,,
0,0,0,1,851000,,,
,,,,,,,
253,13,188,1,851000,,,
,,,,,,,
0,0,0,1,851000,,,
,,,,,,,
0,0,0,1,851000,,,
,,,,,,,
0,0,0,1,866000,,,
,,,,,,,
0,0,0,1,866000,,,
,,,,,,,
0,0,0,1,866000,,,
,,,,,,,
0,0,0,1,866000,,,
,,,,,,,
0,0,0,1,866000,,,
,,,,,,,
0,0,0,1,866000,,,
,,,,,,,
0,0,0,1,866000,,,
,,,,,,,
0,0,0,1,866000,,,
,,,,,,,
0,0,0,1,882000,,,
,,,,,,,
0,0,0,1,882000,,,
,,,,,,,
0,0,0,1,882000,,,
,,,,,,,
0,0,0,1,882000,,,
,,,,,,,
0,0,0,1,882000,,,
,,,,,,,
0,0,0,1,882000,,,
,,,,,,,
0,0,0,1,882000,,,
,,,,,,,
0,0,0,1,882000,,,
,,,,,,,
0,0,0,1,882000,,,
,,,,,,,
0,0,0,1,897000,,,
,,,,,,,
0,0,0,1,897000,,,
,,,,,,,
0,0,0,1,897000,,,
,,,,,,,
0,0,0,1,897000,,,
,,,,,,,
0,0,0,1,897000,,,
,,,,,,,
249,14,52,1,897000,,,
,,,,,,,
0,0,0,1,897000,,,
,,,,,,,
0,0,0,1,897000,,,
,,,,,,,
0,0,0,1,913000,,,
,,,,,,,
0,0,0,1,913000,,,
,,,,,,,
0,0,0,1,913000,,,
,,,,,,,
0,0,0,1,913000,,,
,,,,,,,
0,0,0,1,913000,,,
,,,,,,,
0,0,0,1,913000,,,
,,,,,,,
0,0,0,1,913000,,,
,,,,,,,
0,0,0,1,929000,,,
,,,,,,,
0,0,0,1,929000,,,
,,,,,,,
0,0,0,1,929000,,,
,,,,,,,
0,0,0,1,929000,,,
,,,,,,,
0,0,0,1,929000,,,
,,,,,,,
0,0,0,1,929000,,,
,,,,,,,
0,0,0,1,929000,,,
,,,,,,,
0,0,0,1,929000,,,
,,,,,,,
0,0,0,1,944000,,,
,,,,,,,
0,0,0,1,944000,,,
,,,,,,,
0,0,0,1,944000,,,
,,,,,,,
0,0,0,1,944000,,,
,,,,,,,
0,10,127,1,944000,,,
,,,,,,,
0,0,0,1,944000,,,
,,,,,,,
0,0,0,1,960000,,,
,,,,,,,
0,0,0,1,960000,,,
,,,,,,,
0,0,0,1,960000,,,
,,,,,,,
0,0,0,1,960000,,,
,,,,,,,
0,0,0,1,960000,,,
,,,,,,,
0,0,0,1,960000,,,
,,,,,,,
0,0,0,1,976000,,,
,,,,,,,
0,0,0,1,976000,,,
,,,,,,,
0,0,0,1,976000,,,
,,,,,,,
0,0,0,1,976000,,,
,,,,,,,
0,0,0,1,976000,,,
,,,,,,,
0,0,0,1,976000,,,
,,,,,,,
0,0,0,1,976000,,,
,,,,,,,
0,0,0,1,991000,,,
,,,,,,,
0,0,0,1,991000,,,
,,,,,,,
0,0,0,1,991000,,,
,,,,,,,
0,0,0,1,991000,,,
,,,,,,,
0,0,0,1,991000,,,
,,,,,,,
51,6,127,1,991000,,,
,,,,,,,
0,0,0,1,991000,,,
,,,,,,,
0,0,0,1,991000,,,
,,,,,,,
0,0,0,2,69000,,,
,,,,,,,
37,246,66,2,69000,,,
,,,,,,,
0,0,0,2,69000,,,
,,,,,,,
0,0,0,2,69000,,,
,,,,,,,
0,0,0,2,69000,,,
,,,,,,,
0,0,0,2,85000,,,
,,,,,,,
0,0,0,2,85000,,,
,,,,,,,
0,0,0,2,85000,,,
,,,,,,,
0,0,0,2,85000,,,
,,,,,,,
8,0,19,2,85000,,,
,,,,,,,
0,0,0,2,85000,,,
,,,,,,,
0,0,0,2,101000,,,
,,,,,,,
0,0,0,2,101000,,,
,,,,,,,
0,0,0,2,101000,,,
,,,,,,,
0,0,0,2,101000,,,
,,,,,,,
0,0,0,2,101000,,,
,,,,,,,
0,0,0,2,101000,,,
,,,,,,,
0,0,0,2,101000,,,
,,,,,,,
0,0,0,2,116000,,,
,,,,,,,
0,0,0,2,116000,,,
,,,,,,,
0,0,0,2,116000,,,
,,,,,,,
0,0,0,2,116000,,,
,,,,,,,
0,0,0,2,116000,,,
,,,,,,,
0,0,0,2,116000,,,
,,,,,,,
0,0,0,2,116000,,,
,,,,,,,
0,0,0,2,132000,,,
,,,,,,,
0,0,0,2,241000,,,
,,,,,,,
5,14,176,2,241000,,,
,,,,,,,
0,0,0,2,241000,,,
,,,,,,,
0,0,0,2,241000,,,
,,,,,,,
0,0,0,2,241000,,,
,,,,,,,
0,0,0,2,257000,,,
,,,,,,,
0,0,0,2,257000,,,
,,,,,,,
0,0,0,2,257000,,,
,,,,,,,
0,0,0,2,257000,,,
,,,,,,,
0,0,0,2,257000,,,
,,,,,,,
0,0,0,2,257000,,,
,,,,,,,
0,0,0,2,257000,,,
,,,,,,,
0,0,0,2,257000,,,
,,,,,,,
0,0,0,2,272000,,,
,,,,,,,
0,0,0,2,272000,,,
,,,,,,,
0,0,0,2,272000,,,
,,,,,,,
251,253,50,2,272000,,,
,,,,,,,
0,0,0,2,272000,,,
,,,,,,,
0,0,0,2,272000,,,
,,,,,,,
0,0,0,2,272000,,,
,,,,,,,
0,0,0,2,288000,,,
,,,,,,,
0,0,0,2,288000,,,
,,,,,,,
0,0,0,2,288000,,,
,,,,,,,
0,0,0,2,288000,,,
,,,,,,,
0,0,0,2,288000,,,
,,,,,,,
0,0,0,2,288000,,,
,,,,,,,
0,0,0,2,288000,,,
,,,,,,,
0,0,0,2,288000,,,
,,,,,,,
0,0,0,2,304000,,,
,,,,,,,
0,0,0,2,304000,,,
,,,,,,,
0,0,0,2,304000,,,
,,,,,,,
0,0,0,2,304000,,,
,,,,,,,
0,0,0,2,304000,,,
,,,,,,,
0,0,0,2,304000,,,
,,,,,,,
0,0,0,2,319000,,,
,,,,,,,
0,0,0,2,319000,,,
,,,,,,,
243,7,127,2,319000,,,
,,,,,,,
0,0,0,2,319000,,,
,,,,,,,
0,0,0,2,319000,,,
,,,,,,,
0,0,0,2,319000,,,
,,,,,,,
0,0,0,2,319000,,,
,,,,,,,
0,0,0,2,319000,,,
,,,,,,,
0,0,0,2,335000,,,
,,,,,,,
0,0,0,2,335000,,,
,,,,,,,
0,0,0,2,335000,,,
,,,,,,,
0,0,0,2,335000,,,
,,,,,,,
0,0,0,2,335000,,,
,,,,,,,
0,0,0,2,335000,,,
,,,,,,,
0,0,0,2,335000,,,
,,,,,,,
0,0,0,2,351000,,,
,,,,,,,
0,0,0,2,351000,,,
,,,,,,,
0,0,0,2,351000,,,
,,,,,,,
0,0,0,2,351000,,,
,,,,,,,
0,0,0,2,351000,,,
,,,,,,,
0,0,0,2,351000,,,
,,,,,,,
0,0,0,2,351000,,,
,,,,,,,
0,0,0,2,351000,,,
,,,,,,,
0,0,0,2,366000,,,
,,,,,,,
0,0,0,2,366000,,,
,,,,,,,
40,20,127,2,366000,,,
,,,,,,,
0,0,0,2,366000,,,
,,,,,,,
0,0,0,2,366000,,,
,,,,,,,
0,0,0,2,366000,,,
,,,,,,,
0,0,0,2,366000,,,
,,,,,,,
0,0,0,2,366000,,,
,,,,,,,
0,0,0,2,382000,,,
,,,,,,,
0,0,0,2,382000,,,
,,,,,,,
0,0,0,2,382000,,,
,,,,,,,
0,0,0,2,382000,,,
,,,,,,,
0,0,0,2,382000,,,
,,,,,,,
0,0,0,2,382000,,,
,,,,,,,
0,0,0,2,382000,,,
,,,,,,,
0,0,0,2,382000,,,
,,,,,,,
0,0,0,2,397000,,,
,,,,,,,
0,0,0,2,397000,,,
,,,,,,,
0,0,0,2,397000,,,
,,,,,,,
0,0,0,2,397000,,,
,,,,,,,
0,0,0,2,397000,,,
,,,,,,,
0,0,0,2,397000,,,
,,,,,,,
0,0,0,2,397000,,,
,,,,,,,
0,0,0,2,397000,,,
,,,,,,,
0,0,0,2,413000,,,
,,,,,,,
0,0,0,2,413000,,,
,,,,,,,
0,0,0,2,413000,,,
,,,,,,,
34,233,61,2,413000,,,
,,,,,,,
0,0,0,2,413000,,,
,,,,,,,
0,0,0,2,413000,,,
,,,,,,,
0,0,0,2,413000,,,
,,,,,,,
0,0,0,2,413000,,,
,,,,,,,
0,0,0,2,429000,,,
,,,,,,,
0,0,0,2,429000,,,
,,,,,,,
0,0,0,2,429000,,,
,,,,,,,
0,0,0,2,429000,,,
,,,,,,,
0,0,0,2,429000,,,
,,,,,,,
0,0,0,2,429000,,,
,,,,,,,
0,0,0,2,429000,,,
,,,,,,,
0,0,0,2,429000,,,
,,,,,,,
0,0,0,2,429000,,,
,,,,,,,
0,0,0,2,444000,,,
,,,,,,,
0,0,0,2,444000,,,
,,,,,,,
0,0,0,2,444000,,,
,,,,,,,
0,0,0,2,444000,,,
,,,,,,,
0,0,0,2,444000,,,
,,,,,,,
0,0,0,2,444000,,,
,,,,,,,
0,0,0,2,444000,,,
,,,,,,,
0,0,0,2,444000,,,
,,,,,,,
0,0,0,2,460000,,,
,,,,,,,
0,0,0,2,460000,,,
,,,,,,,
11,232,1,2,460000,,,
,,,,,,,
0,0,0,2,460000,,,
,,,,,,,
0,0,0,2,460000,,,
,,,,,,,
0,0,0,2,460000,,,
,,,,,,,
0,0,0,2,460000,,,
,,,,,,,
0,0,0,2,460000,,,
,,,,,,,
0,0,0,2,460000,,,
,,,,,,,
0,0,0,2,476000,,,
,,,,,,,
0,0,0,2,476000,,,
,,,,,,,
0,0,0,2,476000,,,
,,,,,,,
0,0,0,2,476000,,,
,,,,,,,
0,0,0,2,476000,,,
,,,,,,,
0,0,0,2,476000,,,
,,,,,,,
0,0,0,2,476000,,,
,,,,,,,
0,0,0,2,476000,,,
,,,,,,,
0,0,0,2,491000,,,
,,,,,,,
0,0,0,2,491000,,,
,,,,,,,
0,0,0,2,491000,,,
,,,,,,,
0,0,0,2,491000,,,
,,,,,,,
0,0,0,2,491000,,,
,,,,,,,
0,0,0,2,491000,,,
,,,,,,,
0,0,0,2,491000,,,
,,,,,,,
0,0,0,2,491000,,,
,,,,,,,
0,0,0,2,491000,,,
,,,,,,,
0,0,0,2,507000,,,
,,,,,,,
5,28,183,2,507000,,,
,,,,,,,
0,0,0,2,507000,,,
,,,,,,,
0,0,0,2,507000,,,
,,,,,,,
0,0,0,2,507000,,,
,,,,,,,
0,0,0,2,522000,,,
,,,,,,,
0,0,0,2,522000,,,
,,,,,,,
0,0,0,2,522000,,,
,,,,,,,
0,0,0,2,522000,,,
,,,,,,,
0,0,0,2,522000,,,
,,,,,,,
0,0,0,2,522000,,,
,,,,,,,
0,0,0,2,538000,,,
,,,,,,,
0,0,0,2,538000,,,
,,,,,,,
0,0,0,2,538000,,,
,,,,,,,
0,0,0,2,538000,,,
,,,,,,,
0,0,0,2,538000,,,
,,,,,,,
0,0,0,2,538000,,,
,,,,,,,
0,0,0,2,538000,,,
,,,,,,,
0,0,0,2,538000,,,
,,,,,,,
0,0,0,2,554000,,,
,,,,,,,
0,0,0,2,554000,,,
,,,,,,,
6,53,154,2,554000,,,
,,,,,,,
0,0,0,2,554000,,,
,,,,,,,
0,0,0,2,554000,,,
,,,,,,,
0,0,0,2,554000,,,
,,,,,,,
0,0,0,2,554000,,,
,,,,,,,
0,0,0,2,554000,,,
,,,,,,,
0,0,0,2,569000,,,
,,,,,,,
0,0,0,2,569000,,,
,,,,,,,
0,0,0,2,569000,,,
,,,,,,,
0,0,0,2,569000,,,
,,,,,,,
0,0,0,2,569000,,,
,,,,,,,
0,0,0,2,569000,,,
,,,,,,,
0,0,0,2,569000,,,
,,,,,,,
0,0,0,2,569000,,,
,,,,,,,
0,0,0,2,585000,,,
,,,,,,,
0,0,0,2,585000,,,
,,,,,,,
0,0,0,2,585000,,,
,,,,,,,
0,0,0,2,585000,,,
,,,,,,,
0,0,0,2,585000,,,
,,,,,,,
0,0,0,2,585000,,,
,,,,,,,
0,0,0,2,585000,,,
,,,,,,,
0,0,0,2,585000,,,
,,,,,,,
0,0,0,2,585000,,,
,,,,,,,
0,0,0,2,601000,,,
,,,,,,,
249,31,185,2,601000,,,
,,,,,,,
0,0,0,2,601000,,,
,,,,,,,
0,0,0,2,601000,,,
,,,,,,,
0,0,0,2,601000,,,
,,,,,,,
0,0,0,2,601000,,,
,,,,,,,
0,0,0,2,601000,,,
,,,,,,,
0,0,0,2,616000,,,
,,,,,,,
0,0,0,2,616000,,,
,,,,,,,
0,0,0,2,616000,,,
,,,,,,,
0,0,0,2,616000,,,
,,,,,,,
0,0,0,2,616000,,,
,,,,,,,
0,0,0,2,616000,,,
,,,,,,,
0,0,0,2,616000,,,
,,,,,,,
0,0,0,2,616000,,,
,,,,,,,
0,0,0,2,632000,,1218,462.7659574
,,,,,,,
0,0,0,2,632000,,,
,,,,,,,
0,0,0,2,632000,,,
